/q X,/q Y,q vs qb X,q vs qb Y,qb vs q X,qb vs q Y
0,0,1.199691395131573,0,0,1.199691395131573
0.001,0.001,1.199687410863345,0.001,0.001,1.199687410863345
0.002,0.002,1.199683337110664,0.002,0.002,1.199683337110664
0.003,0.003,1.199679171294701,0.003,0.003,1.199679171294701
0.004,0.004,1.199674911480073,0.004,0.004,1.199674911480073
0.005,0.005,1.199670555693754,0.005,0.005,1.199670555693754
0.006,0.006,1.199666101924481,0.006,0.006,1.199666101924481
0.007,0.007,1.199661548122157,0.007,0.007,1.199661548122157
0.008,0.008,1.199656892197265,0.008,0.008,1.199656892197265
0.009000000000000001,0.009000000000000001,1.199652132020263,0.009000000000000001,0.009000000000000001,1.199652132020263
0.01,0.01,1.199647265420988,0.01,0.01,1.199647265420988
0.011,0.011,1.199642290188059,0.011,0.011,1.199642290188059
0.012,0.012,1.199637204068271,0.012,0.012,1.199637204068271
0.013,0.013,1.199632004765999,0.013,0.013,1.199632004765999
0.01400000000000001,0.01400000000000001,1.199626689942588,0.01400000000000001,0.01400000000000001,1.199626689942588
0.01500000000000001,0.01500000000000001,1.199621257215759,0.01500000000000001,0.01500000000000001,1.199621257215759
0.01600000000000001,0.01600000000000001,1.199615704158997,0.01600000000000001,0.01600000000000001,1.199615704158997
0.01700000000000001,0.01700000000000001,1.199610028300959,0.01700000000000001,0.01700000000000001,1.199610028300959
0.01800000000000001,0.01800000000000001,1.199604227124864,0.01800000000000001,0.01800000000000001,1.199604227124864
0.01900000000000001,0.01900000000000001,1.199598298067898,0.01900000000000001,0.01900000000000001,1.199598298067898
0.02000000000000001,0.02000000000000001,1.199592238520611,0.02000000000000001,0.02000000000000001,1.199592238520611
0.02100000000000001,0.02100000000000001,1.199586045826323,0.02100000000000001,0.02100000000000001,1.199586045826323
0.02200000000000001,0.02200000000000001,1.199579717280526,0.02200000000000001,0.02200000000000001,1.199579717280526
0.02300000000000001,0.02300000000000001,1.19957325013029,0.02300000000000001,0.02300000000000001,1.19957325013029
0.02400000000000001,0.02400000000000001,1.199566641573676,0.02400000000000001,0.02400000000000001,1.199566641573676
0.02500000000000002,0.02500000000000002,1.199559888759145,0.02500000000000002,0.02500000000000002,1.199559888759145
0.02600000000000002,0.02600000000000002,1.199552988784971,0.02600000000000002,0.02600000000000002,1.199552988784971
0.02700000000000002,0.02700000000000002,1.199545938698668,0.02700000000000002,0.02700000000000002,1.199545938698668
0.02800000000000002,0.02800000000000002,1.1995387354964,0.02800000000000002,0.02800000000000002,1.1995387354964
0.02900000000000002,0.02900000000000002,1.199531376122422,0.02900000000000002,0.02900000000000002,1.199531376122422
0.03000000000000002,0.03000000000000002,1.199523857468495,0.03000000000000002,0.03000000000000002,1.199523857468495
0.03100000000000002,0.03100000000000002,1.199516176373336,0.03100000000000002,0.03100000000000002,1.199516176373336
0.03200000000000002,0.03200000000000002,1.199508329622048,0.03200000000000002,0.03200000000000002,1.199508329622048
0.03300000000000002,0.03300000000000002,1.19950031394557,0.03300000000000002,0.03300000000000002,1.19950031394557
0.03400000000000002,0.03400000000000002,1.199492126020128,0.03400000000000002,0.03400000000000002,1.199492126020128
0.03500000000000002,0.03500000000000002,1.199483762466692,0.03500000000000002,0.03500000000000002,1.199483762466692
0.03600000000000003,0.03600000000000003,1.199475219850438,0.03600000000000003,0.03600000000000003,1.199475219850438
0.03700000000000003,0.03700000000000003,1.19946649468022,0.03700000000000003,0.03700000000000003,1.19946649468022
0.03800000000000003,0.03800000000000003,1.199457583408048,0.03800000000000003,0.03800000000000003,1.199457583408048
0.03900000000000003,0.03900000000000003,1.199448482428571,0.03900000000000003,0.03900000000000003,1.199448482428571
0.04000000000000003,0.04000000000000003,1.199439188078574,0.04000000000000003,0.04000000000000003,1.199439188078574
0.04100000000000003,0.04100000000000003,1.199429696636477,0.04100000000000003,0.04100000000000003,1.199429696636477
0.04200000000000003,0.04200000000000003,1.199420004321849,0.04200000000000003,0.04200000000000003,1.199420004321849
0.04300000000000003,0.04300000000000003,1.19941010729493,0.04300000000000003,0.04300000000000003,1.19941010729493
0.04400000000000003,0.04400000000000003,1.199400001656165,0.04400000000000003,0.04400000000000003,1.199400001656165
0.04500000000000003,0.04500000000000003,1.199389683445749,0.04500000000000003,0.04500000000000003,1.199389683445749
0.04600000000000003,0.04600000000000003,1.199379148643184,0.04600000000000003,0.04600000000000003,1.199379148643184
0.04700000000000003,0.04700000000000003,1.19936839316685,0.04700000000000003,0.04700000000000003,1.19936839316685
0.04800000000000004,0.04800000000000004,1.199357412873598,0.04800000000000004,0.04800000000000004,1.199357412873598
0.04900000000000004,0.04900000000000004,1.199346203558344,0.04900000000000004,0.04900000000000004,1.199346203558344
0.05000000000000004,0.05000000000000004,1.199334760953692,0.05000000000000004,0.05000000000000004,1.199334760953692
0.05100000000000004,0.05100000000000004,1.199323080729573,0.05100000000000004,0.05100000000000004,1.199323080729573
0.05200000000000004,0.05200000000000004,1.1993111584929,0.05200000000000004,0.05200000000000004,1.1993111584929
0.05300000000000004,0.05300000000000004,1.199298989787243,0.05300000000000004,0.05300000000000004,1.199298989787243
0.05400000000000004,0.05400000000000004,1.199286570092533,0.05400000000000004,0.05400000000000004,1.199286570092533
0.05500000000000004,0.05500000000000004,1.199273894824776,0.05500000000000004,0.05500000000000004,1.199273894824776
0.05600000000000004,0.05600000000000004,1.199260959335804,0.05600000000000004,0.05600000000000004,1.199260959335804
