/bl X,/bl Y,/blb X,/blb Y,/q X,/q Y,/qb X,/qb Y,/w X,/w Y
0,1.2,0,1.2,0,1.199999950883855,0,6.66197144832946e-08,0,0
6.550628150541493e-12,1.2,6.550628150541493e-12,1.2,6.550628150541493e-12,1.202748320816687,6.550628150541493e-12,0.004455424512486897,6.550628150541493e-12,0.07860753780649792
1.259854689808174e-11,1.2,1.259854689808174e-11,1.2,1.259854689808174e-11,1.203266144575974,1.259854689808174e-11,0.007226036365464067,1.259854689808174e-11,0.1511825627769808
2.469438439316223e-11,1.2,2.469438439316223e-11,1.2,2.469438439316223e-11,1.204341920260463,2.469438439316223e-11,0.01854626898496044,2.469438439316223e-11,0.2963326127179467
3.59065822170517e-11,1.2,3.59065822170517e-11,1.2,3.59065822170517e-11,1.205520273426901,3.59065822170517e-11,0.04039465885237739,3.59065822170517e-11,0.4308789866046204
5.288435333845301e-11,1.2,5.288435333845301e-11,1.2,5.288435333845301e-11,1.206993796247417,5.288435333845301e-11,0.09254848515402812,5.288435333845301e-11,0.634612240061436
7.644217666922651e-11,1.2,7.644217666922651e-11,1.2,7.644217666922651e-11,1.207306385021468,7.644217666922651e-11,0.1897021971222174,7.644217666922651e-11,0.917306120030718
8.822108833461326e-11,1.2,8.822108833461326e-11,1.2,8.822108833461326e-11,1.206597784976849,8.822108833461326e-11,0.2485051415537358,8.822108833461326e-11,1.058653060015359
1e-10,1.2,1e-10,1.2,1e-10,1.204406704663324,1e-10,0.3183871079176184,1e-10,1.2
1.023903193670887e-10,1.2,1.023903193670887e-10,1.2,1.023903193670887e-10,1.19963821187708,1.023903193670887e-10,0.3250306021165625,1.023903193670887e-10,1.2
1.068537878538934e-10,1.2,1.068537878538934e-10,1.2,1.068537878538934e-10,1.193308094680123,1.068537878538934e-10,0.3343935411457944,1.068537878538934e-10,1.2
1.108507402315071e-10,1.2,1.108507402315071e-10,1.2,1.108507402315071e-10,1.190713617889638,1.108507402315071e-10,0.3387087722174157,1.108507402315071e-10,1.2
1.188446449867346e-10,1.2,1.188446449867346e-10,1.2,1.188446449867346e-10,1.188460761315576,1.188446449867346e-10,0.3423410705730494,1.188446449867346e-10,1.2
1.276566852170599e-10,1.2,1.276566852170599e-10,1.2,1.276566852170599e-10,1.187822733270094,1.276566852170599e-10,0.3433349011897048,1.276566852170599e-10,1.2
1.400172878570599e-10,1.2,1.400172878570599e-10,1.2,1.400172878570599e-10,1.187667846133352,1.400172878570599e-10,0.3436032826516637,1.400172878570599e-10,1.2
1.573792782500477e-10,1.2,1.573792782500477e-10,1.2,1.573792782500477e-10,1.187640275184348,1.573792782500477e-10,0.3436331421687867,1.573792782500477e-10,1.2
1.882421522729101e-10,1.2,1.882421522729101e-10,1.2,1.882421522729101e-10,1.187643787524775,1.882421522729101e-10,0.3436391796598287,1.882421522729101e-10,1.2
2.499679003186349e-10,1.2,2.499679003186349e-10,1.2,2.499679003186349e-10,1.187638792779848,2.499679003186349e-10,0.3436344288802456,2.499679003186349e-10,1.2
3.734193964100845e-10,1.2,3.734193964100845e-10,1.2,3.734193964100845e-10,1.18764356131023,3.734193964100845e-10,0.3436399475251202,3.734193964100845e-10,1.2
6.203223885929836e-10,1.2,6.203223885929836e-10,1.2,6.203223885929836e-10,1.187638796221884,6.203223885929836e-10,0.3436346622439924,6.203223885929836e-10,1.2
1.114128372958782e-09,1.2,1.114128372958782e-09,1.2,1.114128372958782e-09,1.187643554826503,1.114128372958782e-09,0.3436398420103672,1.114128372958782e-09,1.2
2.101740341690379e-09,1.2,2.101740341690379e-09,1.2,2.101740341690379e-09,1.187638800476599,2.101740341690379e-09,0.3436347125196427,2.101740341690379e-09,1.2
4.076964279153572e-09,1.2,4.076964279153572e-09,1.2,4.076964279153572e-09,1.187643552465479,4.076964279153572e-09,0.3436398174586023,4.076964279153572e-09,1.2
6.076964279153572e-09,1.2,6.076964279153572e-09,1.2,6.076964279153572e-09,1.187638802129356,6.076964279153572e-09,0.3436347285611838,6.076964279153572e-09,1.2
8.076964279153572e-09,1.2,8.076964279153572e-09,1.2,8.076964279153572e-09,1.187643550766053,8.076964279153572e-09,0.3436398016630297,8.076964279153572e-09,1.2
9.088482139576785e-09,1.2,9.088482139576785e-09,1.2,9.088482139576785e-09,1.18763880478136,9.088482139576785e-09,0.3436347517589506,9.088482139576785e-09,1.2
1.01e-08,1.2,1.01e-08,1.2,1.01e-08,1.187643547085437,1.01e-08,0.3436397712628724,1.01e-08,1.2
1.010625e-08,1.2,1.010625e-08,1.2,1.010625e-08,1.182198264734747,1.010625e-08,0.312483206776719,1.010625e-08,1.124999999999994
1.01160623936944e-08,1.2,1.01160623936944e-08,1.2,1.01160623936944e-08,1.181001141210711,1.01160623936944e-08,0.2575949341302445,1.01160623936944e-08,1.007251275667174
