/blb X,/blb Y,/q X,/q Y,/qb X,/qb Y
1.2,1.2,1.2,0.7111469757267506,1.2,0.7111469757267506
1.199,1.199,1.199,0.7111597848956291,1.199,0.7112014379336261
1.198,1.198,1.198,0.711132329358973,1.198,0.7112156327083169
1.197,1.197,1.197,0.7111048766891016,1.197,0.7112298281688959
1.196,1.196,1.196,0.7110774268266887,1.196,0.7112440238240446
1.195000000000001,1.195000000000001,1.195000000000001,0.7110499797401492,1.195000000000001,0.711258219863473
1.194000000000001,1.194000000000001,1.194000000000001,0.7110225353902391,1.194000000000001,0.7112724163070214
1.193000000000001,1.193000000000001,1.193000000000001,0.7109950937371209,1.193000000000001,0.7112866131748472
1.192000000000001,1.192000000000001,1.192000000000001,0.7109676547403562,1.192000000000001,0.7113008104874294
1.191000000000001,1.191000000000001,1.191000000000001,0.7109402183588948,1.191000000000001,0.7113150082655744
1.190000000000001,1.190000000000001,1.190000000000001,0.7109127845510653,1.190000000000001,0.7113292065304208
1.189000000000001,1.189000000000001,1.189000000000001,0.7108853532745631,1.189000000000001,0.711343405303446
1.188000000000001,1.188000000000001,1.188000000000001,0.7108579244864409,1.188000000000001,0.7113576046064722
1.187000000000001,1.187000000000001,1.187000000000001,0.7108304981430988,1.187000000000001,0.7113718044616695
1.186000000000001,1.186000000000001,1.186000000000001,0.7108030742002709,1.186000000000001,0.7113860048915651
1.185000000000002,1.185000000000002,1.185000000000002,0.7107756526130161,1.185000000000002,0.7114002059190481
1.184000000000002,1.184000000000002,1.184000000000002,0.7107482333357062,1.184000000000002,0.7114144075673745
1.183000000000002,1.183000000000002,1.183000000000002,0.7107208163220138,1.183000000000002,0.7114286098601751
1.182000000000002,1.182000000000002,1.182000000000002,0.7106934015249008,1.182000000000002,0.7114428128214609
1.181000000000002,1.181000000000002,1.181000000000002,0.7106659888966056,1.181000000000002,0.7114570164756311
1.180000000000002,1.180000000000002,1.180000000000002,0.710638578388632,1.180000000000002,0.7114712208474775
1.179000000000002,1.179000000000002,1.179000000000002,0.7106111699517371,1.179000000000002,0.7114854259621909
1.178000000000002,1.178000000000002,1.178000000000002,0.7105837635359148,1.178000000000002,0.7114996318453725
1.177000000000002,1.177000000000002,1.177000000000002,0.7105563590903877,1.177000000000002,0.7115138385230358
1.176000000000003,1.176000000000003,1.176000000000003,0.7105289565635899,1.176000000000003,0.7115280460216165
1.175000000000003,1.175000000000003,1.175000000000003,0.7105015559031566,1.175000000000003,0.7115422543679784
1.174000000000003,1.174000000000003,1.174000000000003,0.7104741570559071,1.174000000000003,0.7115564635894216
1.173000000000003,1.173000000000003,1.173000000000003,0.7104467599678329,1.173000000000003,0.7115706737136916
1.172000000000003,1.172000000000003,1.172000000000003,0.7104193645840829,1.172000000000003,0.711584884768983
1.171000000000003,1.171000000000003,1.171000000000003,0.7103919708489491,1.171000000000003,0.7115990967839511
1.170000000000003,1.170000000000003,1.170000000000003,0.710364578705849,1.170000000000003,0.7116133097877191
1.169000000000003,1.169000000000003,1.169000000000003,0.7103371880973158,1.169000000000003,0.7116275238098837
1.168000000000003,1.168000000000003,1.168000000000003,0.7103097989649777,1.168000000000003,0.7116417388805274
1.167000000000004,1.167000000000004,1.167000000000004,0.7102824112495431,1.167000000000004,0.7116559550302254
1.166000000000004,1.166000000000004,1.166000000000004,0.7102550248907874,1.166000000000004,0.7116701722900521
1.165000000000004,1.165000000000004,1.165000000000004,0.710227639827534,1.165000000000004,0.7116843906915936
1.164000000000004,1.164000000000004,1.164000000000004,0.7102002559976373,1.164000000000004,0.7116986102669546
1.163000000000004,1.163000000000004,1.163000000000004,0.7101728733379669,1.163000000000004,0.711712831048767
1.162000000000004,1.162000000000004,1.162000000000004,0.7101454917843897,1.162000000000004,0.7117270530702022
1.161000000000004,1.161000000000004,1.161000000000004,0.710118111271752,1.161000000000004,0.7117412763649763
1.160000000000004,1.160000000000004,1.160000000000004,0.7100907317338607,1.160000000000004,0.7117555009673651
1.159000000000004,1.159000000000004,1.159000000000004,0.7100633531034667,1.159000000000004,0.7117697269122087
1.158000000000005,1.158000000000005,1.158000000000005,0.7100359753122437,1.158000000000005,0.7117839542349264
1.157000000000005,1.157000000000005,1.157000000000005,0.7100085982907711,1.157000000000005,0.7117981829715229
1.156000000000005,1.156000000000005,1.156000000000005,0.7099812219685121,1.156000000000005,0.7118124131586029
1.155000000000005,1.155000000000005,1.155000000000005,0.7099538462737962,1.155000000000005,0.7118266448333782
1.154000000000005,1.154000000000005,1.154000000000005,0.7099264711337964,1.154000000000005,0.7118408780336811
1.153000000000005,1.153000000000005,1.153000000000005,0.7098990964745095,1.153000000000005,0.7118551127979755
1.152000000000005,1.152000000000005,1.152000000000005,0.709871722220736,1.152000000000005,0.7118693491653661
