/blb X,/blb Y,/q X,/q Y,/qb X,/qb Y
0.6959999999999998,0.6959999999999998,0.6959999999999998,0.4590048894472487,0.6959999999999998,0.4676780643433414
0.6949999999999998,0.6949999999999998,0.6949999999999998,0.4589725217257502,0.6949999999999998,0.4676950340034454
0.6939999999999998,0.6939999999999998,0.6939999999999998,0.4589400108609671,0.6939999999999998,0.4677120814175966
0.6929999999999998,0.6929999999999998,0.6929999999999998,0.458907352992156,0.6929999999999998,0.4677292086465868
0.6919999999999998,0.6919999999999998,0.6919999999999998,0.4588745441476685,0.6919999999999998,0.4677464178108443
0.6909999999999998,0.6909999999999998,0.6909999999999998,0.4588415802414767,0.6909999999999998,0.4677637110923186
0.6899999999999998,0.6899999999999998,0.6899999999999998,0.458808457069579,0.6899999999999998,0.467781090736432
0.6889999999999998,0.6889999999999998,0.6889999999999998,0.4587751703062935,0.6889999999999998,0.4677985590540909
0.6879999999999998,0.6879999999999998,0.6879999999999998,0.4587417155004263,0.6879999999999998,0.4678161184237661
0.6869999999999998,0.6869999999999998,0.6869999999999998,0.4587080880713069,0.6869999999999998,0.467833771293648
0.6859999999999998,0.6859999999999998,0.6859999999999998,0.4586742833047,0.6859999999999998,0.4678515201838688
0.6849999999999998,0.6849999999999998,0.6849999999999998,0.4586402963485787,0.6849999999999998,0.4678693676888013
0.6839999999999998,0.6839999999999998,0.6839999999999998,0.4586061222087561,0.6839999999999998,0.4678873164794351
0.6829999999999998,0.6829999999999998,0.6829999999999998,0.4585717557443756,0.6829999999999998,0.4679053693058318
0.6819999999999998,0.6819999999999998,0.6819999999999998,0.4585371916632466,0.6819999999999998,0.4679235289996669
0.6809999999999998,0.6809999999999998,0.6809999999999998,0.4585024245170337,0.6809999999999998,0.4679417984768474
0.6799999999999998,0.6799999999999998,0.6799999999999998,0.4584674486962779,0.6799999999999998,0.4679601807402313
0.6789999999999998,0.6789999999999998,0.6789999999999998,0.4584322584252598,0.6789999999999998,0.4679786788824253
0.6779999999999998,0.6779999999999998,0.6779999999999998,0.4583968477566912,0.6779999999999998,0.4679972960886856
0.6769999999999998,0.6769999999999998,0.6769999999999998,0.4583612105662325,0.6769999999999998,0.4680160356399089
0.6759999999999998,0.6759999999999998,0.6759999999999998,0.4583253405468272,0.6759999999999998,0.4680349009157301
0.6749999999999998,0.6749999999999998,0.6749999999999998,0.4582892312028535,0.6749999999999998,0.4680538953977197
0.6739999999999998,0.6739999999999998,0.6739999999999998,0.4582528758440835,0.6739999999999998,0.4680730226726882
0.6729999999999998,0.6729999999999998,0.6729999999999998,0.4582162675794432,0.6729999999999998,0.4680922864361018
0.6719999999999998,0.6719999999999998,0.6719999999999998,0.4581793993105693,0.6719999999999998,0.4681116904956132
0.6709999999999998,0.6709999999999998,0.6709999999999998,0.4581422637251574,0.6709999999999998,0.4681312387747061
0.6699999999999998,0.6699999999999998,0.6699999999999998,0.4581048532900959,0.6699999999999998,0.4681509353164625
0.6689999999999998,0.6689999999999998,0.6689999999999998,0.4580671602443701,0.6689999999999998,0.4681707842874578
