/bl X,/bl Y,/blb X,/blb Y,/q X,/q Y,/qb X,/qb Y,/w X,/w Y
0,0,0,1.2,0,0.5224743272782156,0,0.5224326581889553,0,0
6.25e-12,0.075,6.25e-12,1.125,6.25e-12,0.5266478301949017,6.25e-12,0.5265699054102024,6.25e-12,0.075
1.228938074571116e-11,0.1474725689485339,1.228938074571116e-11,1.052527431051466,1.228938074571116e-11,0.5279961944431012,1.228938074571116e-11,0.5278028051993906,1.228938074571116e-11,0.1474725689485339
2.436814223713348e-11,0.2924177068456018,2.436814223713348e-11,0.9075822931543982,2.436814223713348e-11,0.5291728792941883,2.436814223713348e-11,0.5282840670288386,2.436814223713348e-11,0.2924177068456018
3.691468761973029e-11,0.4429762514367634,3.691468761973029e-11,0.7570237485632365,3.691468761973029e-11,0.5307805150158698,3.691468761973029e-11,0.5260624477144011,3.691468761973029e-11,0.4429762514367634
4.918360087885863e-11,0.5902032105463035,4.918360087885863e-11,0.6097967894536964,4.918360087885863e-11,0.5404105828907321,4.918360087885863e-11,0.5166701938009562,4.918360087885863e-11,0.5902032105463035
5.320746072445066e-11,0.6384895286934078,5.320746072445066e-11,0.5615104713065922,5.320746072445066e-11,0.5470364158439249,5.320746072445066e-11,0.5099992928847299,5.320746072445066e-11,0.6384895286934078
6.125518041563471e-11,0.7350621649876165,6.125518041563471e-11,0.4649378350123835,6.125518041563471e-11,0.5754034155348828,6.125518041563471e-11,0.4810195638738031,6.125518041563471e-11,0.7350621649876165
6.989783917208483e-11,0.8387740700650179,6.989783917208483e-11,0.361225929934982,6.989783917208483e-11,0.6524368324569411,6.989783917208483e-11,0.3900195030941586,6.989783917208483e-11,0.8387740700650179
7.60267370756949e-11,0.9123208449083389,7.60267370756949e-11,0.2876791550916611,7.60267370756949e-11,0.7588832556329308,7.60267370756949e-11,0.2669676851012787,7.60267370756949e-11,0.9123208449083389
8.024509292457826e-11,0.9629411150949391,8.024509292457826e-11,0.2370588849050609,8.024509292457826e-11,0.8660025768117455,8.024509292457826e-11,0.1754409831447444,8.024509292457826e-11,0.9629411150949391
8.489952430834248e-11,1.01879429170011,8.489952430834248e-11,0.1812057082998901,8.489952430834248e-11,1.000594226337581,8.489952430834248e-11,0.1109415998277037,8.489952430834248e-11,1.01879429170011
8.83155582496009e-11,1.059786698995211,8.83155582496009e-11,0.1402133010047892,8.83155582496009e-11,1.083868080607305,8.83155582496009e-11,0.08276395601336438,8.83155582496009e-11,1.059786698995211
9.163943057939142e-11,1.099673166952697,9.163943057939142e-11,0.1003268330473031,9.163943057939142e-11,1.135468550819588,9.163943057939142e-11,0.05853345336324973,9.163943057939142e-11,1.099673166952697
9.512374946416443e-11,1.141484993569973,9.512374946416443e-11,0.05851500643002705,9.512374946416443e-11,1.16549078813819,9.512374946416443e-11,0.03719287359216732,9.512374946416443e-11,1.141484993569973
9.756187473208222e-11,1.170742496784986,9.756187473208222e-11,0.02925750321501353,9.756187473208222e-11,1.176844076499604,9.756187473208222e-11,0.02369064285900317,9.756187473208222e-11,1.170742496784986
