/bl X,/bl Y,/blb X,/blb Y,/q X,/q Y,/qb X,/qb Y,/w X,/w Y
0,0.9,0,0.9,0,0.8999999880277852,0,9.38473808013746e-09,0,0
6.215333860702899e-12,0.9,6.215333860702899e-12,0.9,6.215333860702899e-12,0.9041748528247625,6.215333860702899e-12,0.00391065763790347,6.215333860702899e-12,0.05593800474632609
1.225456720262021e-11,0.9,1.225456720262021e-11,0.9,1.225456720262021e-11,0.9056665620755011,1.225456720262021e-11,0.005324217403192479,1.225456720262021e-11,0.1102911048235819
2.433303388645484e-11,0.9,2.433303388645484e-11,0.9,2.433303388645484e-11,0.9072872472389956,2.433303388645484e-11,0.008397667048520069,2.433303388645484e-11,0.2189973049780936
3.525589359318268e-11,0.9,3.525589359318268e-11,0.9,3.525589359318268e-11,0.9082755415452598,3.525589359318268e-11,0.01445421881094949,3.525589359318268e-11,0.3173030423386441
5.220895401364371e-11,0.9,5.220895401364371e-11,0.9,5.220895401364371e-11,0.9108591744483314,5.220895401364371e-11,0.03443090158364071,5.220895401364371e-11,0.4698805861227933
7.297255391813737e-11,0.9,7.297255391813737e-11,0.9,7.297255391813737e-11,0.9136281099109025,7.297255391813737e-11,0.07271995865971728,7.297255391813737e-11,0.6567529852632363
8.648627695906869e-11,0.9,8.648627695906869e-11,0.9,8.648627695906869e-11,0.9151474261138222,8.648627695906869e-11,0.104145626011766,8.648627695906869e-11,0.7783764926316182
1e-10,0.9,1e-10,0.9,1e-10,0.9164036408473221,1e-10,0.139888213695723,1e-10,0.9
1.026631065015501e-10,0.9,1.026631065015501e-10,0.9,1.026631065015501e-10,0.9123612637627833,1.026631065015501e-10,0.1415552593991069,1.026631065015501e-10,0.9
1.075628518449734e-10,0.9,1.075628518449734e-10,0.9,1.075628518449734e-10,0.9064953485688866,1.075628518449734e-10,0.1442615315040401,1.075628518449734e-10,0.9
1.119337171909209e-10,0.9,1.119337171909209e-10,0.9,1.119337171909209e-10,0.9034076010008889,1.119337171909209e-10,0.1460837295159182,1.119337171909209e-10,0.9
1.206754478828158e-10,0.9,1.206754478828158e-10,0.9,1.206754478828158e-10,0.8999377951018875,1.206754478828158e-10,0.1481295891372923,1.206754478828158e-10,0.9
1.314707762004945e-10,0.9,1.314707762004945e-10,0.9,1.314707762004945e-10,0.8982448672563537,1.314707762004945e-10,0.1491210300840653,1.314707762004945e-10,0.9
1.48043873464669e-10,0.9,1.48043873464669e-10,0.9,1.48043873464669e-10,0.8975181619388145,1.48043873464669e-10,0.1495538104396802,1.48043873464669e-10,0.9
1.690620623379027e-10,0.9,1.690620623379027e-10,0.9,1.690620623379027e-10,0.8973946331493697,1.690620623379027e-10,0.1496275588730723,1.690620623379027e-10,0.9
2.013110221803723e-10,0.9,2.013110221803723e-10,0.9,2.013110221803723e-10,0.8973867878829336,2.013110221803723e-10,0.1496331786419833,2.013110221803723e-10,0.9
2.549174427592267e-10,0.9,2.549174427592267e-10,0.9,2.549174427592267e-10,0.8973833391092292,2.549174427592267e-10,0.1496350486874011,2.549174427592267e-10,0.9
3.621302839169357e-10,0.9,3.621302839169357e-10,0.9,3.621302839169357e-10,0.8973854276977608,3.621302839169357e-10,0.1496345284375187,3.621302839169357e-10,0.9
5.765559662323536e-10,0.9,5.765559662323536e-10,0.9,5.765559662323536e-10,0.8973836220664497,5.765559662323536e-10,0.149634624696127,5.765559662323536e-10,0.9
1.005407330863189e-09,0.9,1.005407330863189e-09,0.9,1.005407330863189e-09,0.8973853328013682,1.005407330863189e-09,0.1496347056100288,1.005407330863189e-09,0.9
1.863110060124861e-09,0.9,1.863110060124861e-09,0.9,1.863110060124861e-09,0.8973836606363444,1.863110060124861e-09,0.1496345430855153,1.863110060124861e-09,0.9
3.578515518648205e-09,0.9,3.578515518648205e-09,0.9,3.578515518648205e-09,0.8973853154650714,3.578515518648205e-09,0.1496347448426878,3.578515518648205e-09,0.9
5.578515518648206e-09,0.9,5.578515518648206e-09,0.9,5.578515518648206e-09,0.8973836707277931,5.578515518648206e-09,0.1496345193187137,5.578515518648206e-09,0.9
7.578515518648205e-09,0.9,7.578515518648205e-09,0.9,7.578515518648205e-09,0.8973853065178647,7.578515518648205e-09,0.1496347664820976,7.578515518648205e-09,0.9
8.839257759324102e-09,0.9,8.839257759324102e-09,0.9,8.839257759324102e-09,0.8973836817434252,8.839257759324102e-09,0.149634491797024,8.839257759324102e-09,0.9
1.01e-08,0.9,1.01e-08,0.9,1.01e-08,0.8973852936646082,1.01e-08,0.1496347996898583,1.01e-08,0.9
1.010625e-08,0.9,1.010625e-08,0.9,1.010625e-08,0.8898976251882614,1.010625e-08,0.1348926307221456,1.010625e-08,0.8437499999999958
1.011610347964566e-08,0.9,1.011610347964566e-08,0.9,1.011610347964566e-08,0.8828697356257854,1.011610347964566e-08,0.1110443173650986,1.011610347964566e-08,0.7550686831890825
1.013581043893697e-08,0.9,1.013581043893697e-08,0.9,1.013581043893697e-08,0.8825842388938888,1.013581043893697e-08,0.06452542873417676,1.013581043893697e-08,0.5777060495672557
1.015537296314473e-08,0.9,1.015537296314473e-08,0.9,1.015537296314473e-08,0.8861805673221013,1.015537296314473e-08,0.02713492846660035,1.015537296314473e-08,0.4016433316974402
1.01732758952093e-08,0.9,1.01732758952093e-08,0.9,1.01732758952093e-08,0.8891818465111858,1.01732758952093e-08,0.005253929081186767,1.01732758952093e-08,0.2405169431163349
1.018663794760465e-08,0.9,1.018663794760465e-08,0.9,1.018663794760465e-08,0.891243019676399,1.018663794760465e-08,-0.002484461105934828,1.018663794760465e-08,0.1202584715581708
1.02e-08,0.9,1.02e-08,0.9,1.02e-08,0.8926942100711887,1.02e-08,-0.004709059169482542,1.02e-08,0
1.020244251131313e-08,0.9,1.020244251131313e-08,0.9,1.020244251131313e-08,0.8955661894455459,1.020244251131313e-08,-0.002185036016995969,1.020244251131313e-08,0
1.020727561150006e-08,0.9,1.020727561150006e-08,0.9,1.020727561150006e-08,0.8988692198421686,1.020727561150006e-08,0.0004243555424003706,1.020727561150006e-08,0
1.021158237107386e-08,0.9,1.021158237107386e-08,0.9,1.021158237107386e-08,0.8993546312487463,1.021158237107386e-08,0.0003900238485086982,1.021158237107386e-08,0
1.022019589022147e-08,0.9,1.022019589022147e-08,0.9,1.022019589022147e-08,0.8997054267066404,1.022019589022147e-08,0.0001956326395690186,1.022019589022147e-08,0
1.022872766361567e-08,0.9,1.022872766361567e-08,0.9,1.022872766361567e-08,0.8998128755262009,1.022872766361567e-08,0.0001175597921731234,1.022872766361567e-08,0
1.024579121040409e-08,0.9,1.024579121040409e-08,0.9,1.024579121040409e-08,0.8998693291837228,1.024579121040409e-08,7.718776379193285e-05,1.024579121040409e-08,0
1.027991830398092e-08,0.9,1.027991830398092e-08,0.9,1.027991830398092e-08,0.8998719872787659,1.027991830398092e-08,7.876242815380626e-05,1.027991830398092e-08,0
1.034817249113457e-08,0.9,1.034817249113457e-08,0.9,1.034817249113457e-08,0.8998697384900363,1.034817249113457e-08,7.655965497807874e-05,1.034817249113457e-08,0
