nfin_pu,nfin_pd,nfin_acc,vdd,temp,hsnm_mv,rsnm_mv,wsnm_mv,read_type_x,read0_q_node_disturb_mv,read0_qb_node_disturb_mv,read0_high_node_drop_mv,read0_wl_to_q_node_disturb_peak_ps,read0_wl_to_qb_node_disturb_peak_ps,read0_average_read_current_ua,read0_peak_read_current_ua,read0_read_power_uw,read0_read_energy_fj,read0_read_success,read_type_y,read1_q_node_disturb_mv,read1_qb_node_disturb_mv,read1_high_node_drop_mv,read1_wl_to_q_node_disturb_peak_ps,read1_wl_to_qb_node_disturb_peak_ps,read1_average_read_current_ua,read1_peak_read_current_ua,read1_read_power_uw,read1_read_energy_fj,read1_read_success,write0_cell_write_delay_ps,write0_q_node_voltage_excursion_mv,write0_qb_node_voltage_excursion_mv,write0_average_write_current_ua,write0_peak_write_current_ua,write0_write_power_uw,write0_write_energy_fj,write0_write_success,write_type_x,write1_cell_write_delay_ps,write1_q_node_voltage_excursion_mv,write1_qb_node_voltage_excursion_mv,write1_average_write_current_ua,write1_peak_write_current_ua,write1_write_power_uw,write1_write_energy_fj,write1_write_success,write_type_y,worst_write_delay_ps,worst_write_power_uw,worst_write_energy_fj,hold_type_x,hold0_hold_high_node_drop_mv,hold0_hold_low_node_disturb_mv,hold0_hold_leakage_current_na,hold0_hold_power_uw,hold0_hold_energy_fj,hold0_hold_success,hold_type_y,hold1_hold_high_node_drop_mv,hold1_hold_low_node_disturb_mv,hold1_hold_leakage_current_na,hold1_hold_power_uw,hold1_hold_energy_fj,hold1_hold_success
2,2,4,0.9,27,281.79,71.29,473.07,read_0,242.238,13.3736,13.3736,291.992,291.992,0.0539113,5.42602,0.0485202,0.485202,1.0,read_1,13.3736,242.238,13.3736,291.992,291.992,0.0539113,5.42602,0.0485202,0.485202,1.0,126.922,899.8589999999999,899.8610000000001,0.1127369999999999,26.1529,0.101463,1.01463,1.0,write_0,52.7053,899.8739999999999,899.99,0.117432,37.1948,0.105689,1.05689,1.0,write_1,126.922,0.105689,1.05689,hold_0,7.68762,0.469963,37.3769,0.0336392,0.336392,1.0,hold_1,7.68332,0.487635,36.7537,0.0330783,0.330783,1.0
2,2,4,1.0,27,312.12,73.29,543.05,read_0,277.051,18.7103,18.7103,490.681,294.31,0.0605223,6.03955,0.0605223,0.605223,1.0,read_1,18.7103,277.051,18.7103,294.31,490.681,0.0605223,6.03955,0.0605223,0.605223,1.0,124.351,999.836,999.837,0.135754,31.5529,0.135754,1.35754,1.0,write_0,50.3483,999.855,999.989,0.140574,46.6235,0.140574,1.40574,1.0,write_1,124.351,0.140574,1.40574,hold_0,7.74312,0.605883,45.8733,0.0458733,0.458733,1.0,hold_1,7.75291,0.720214,45.9888,0.0459888,0.459888,1.0
2,2,4,1.1,27,341.81,74.15,618.06,read_0,313.023,25.2413,25.2413,145.72,145.72,0.0672278,6.65216,0.0739506,0.739506,1.0,read_1,25.2413,313.023,25.2413,145.72,145.72,0.0672278,6.65216,0.0739506,0.739506,1.0,121.989,1099.81,1099.81,0.160859,37.3285,0.176945,1.76945,1.0,write_0,48.5364,1099.83,1099.99,0.166249,56.1464,0.182874,1.82874,1.0,write_1,121.989,0.182874,1.82874,hold_0,7.93305,0.786944,55.3947,0.0609341,0.609341,1.0,hold_1,7.93346,0.673851,55.3721,0.0609093,0.609093,1.0
2,2,4,1.2,27,371.01,74.04,698.08,read_0,350.187,33.053,33.053,4494.88,143.636,0.0741116,7.26599,0.0889339,0.889339,1.0,read_1,33.053,350.187,33.053,143.636,4494.88,0.0741116,7.26599,0.0889339,0.889339,1.0,119.944,1199.77,1199.77,0.188822,43.7199,0.226586,2.26586,1.0,write_0,46.9316,1199.8,1199.98,0.193922,65.765,0.232706,2.32706,1.0,write_1,119.944,0.232706,2.32706,hold_0,8.22619,0.851605,66.8496,0.0802195,0.802195,1.0,hold_1,8.2299,0.848041,67.1199,0.0805438,0.805438,1.0
2,2,4,1.3,27,399.72,72.95,778.03,read_0,388.596,42.2664,42.2664,4517.33,146.878,0.0815056,7.88009,0.105957,1.05957,1.0,read_1,42.2665,388.596,42.2665,146.878,4517.33,0.0815056,7.88009,0.105957,1.05957,1.0,118.139,1299.76,1299.73,0.219517,50.6148,0.285372,2.85372,1.0,write_0,45.4836,1299.77,1299.98,0.223605,76.9335,0.290687,2.90687,1.0,write_1,118.139,0.290687,2.90687,hold_0,8.64466,0.834654,80.3984,0.104518,1.04518,1.0,hold_1,8.64516,0.842515,80.597,0.104776,1.04776,1.0
2,2,5,0.6,27,186.56,44.45,318.11,read_0,163.967,6.27742,6.27742,365.845,365.845,0.0410798,4.18463,0.0246479,0.246479,1.0,read_1,6.27743,163.967,6.27743,365.845,365.845,0.0410798,4.18463,0.0246479,0.246479,1.0,133.751,599.894,599.896,0.0530048,11.8057,0.0318029,0.318029,1.0,write_0,62.9367,599.906,600.0,0.0588573,14.3749,0.0353144,0.353144,1.0,write_1,133.751,0.0353144,0.353144,hold_0,10.0801,0.230364,20.645,0.012387,0.12387,1.0,hold_1,10.0796,0.231068,20.5617,0.012337,0.12337,1.0
2,2,5,0.7,27,219.04,46.89,383.14,read_0,200.379,10.1015,10.1015,389.625,4631.76,0.0484425,4.90926,0.0339098,0.339098,1.0,read_1,10.1015,200.379,10.1015,4631.76,389.625,0.0484425,4.90926,0.0339098,0.339098,1.0,129.361,699.887,699.89,0.0673778,15.5692,0.0471644,0.471644,1.0,write_0,56.7479,699.899,699.994,0.0747163,21.9408,0.0523014,0.523014,1.0,write_1,129.361,0.0523014,0.523014,hold_0,9.38917,0.196371,25.8667,0.0181067,0.181067,1.0,hold_1,9.39337,0.19485,25.9911,0.0181938,0.181938,1.0
2,2,5,0.8,27,250.77,47.48,453.14,read_0,238.841,15.6798,15.6798,399.695,3868.49,0.0558823,5.63192,0.0447059,0.447059,1.0,read_1,15.6799,238.841,15.6799,3868.49,399.695,0.0558823,5.63192,0.0447059,0.447059,1.0,125.776,799.874,799.877,0.0841709,19.5192,0.0673367,0.673367,1.0,write_0,52.7494,799.89,799.993,0.0934725,28.8155,0.074778,0.74778,1.0,write_1,125.776,0.074778,0.74778,hold_0,9.06689,0.275053,32.2958,0.0258367,0.258367,1.0,hold_1,9.11018,0.202866,31.7332,0.0253865,0.253865,1.0
2,2,5,0.9,27,281.76,46.62,528.12,read_0,279.318,23.1944,23.1944,388.466,3855.54,0.0634132,6.3498,0.0570719,0.570719,1.0,read_1,23.1944,279.318,23.1944,3855.54,388.466,0.0634132,6.3498,0.0570719,0.570719,1.0,122.776,899.856,899.863,0.103251,23.8596,0.0929256,0.929256,1.0,write_0,49.7741,899.876,899.991,0.11222,37.0854,0.100998,1.00998,1.0,write_1,122.776,0.100998,1.00998,hold_0,9.01788,0.352218,39.5667,0.03561,0.3561,1.0,hold_1,9.01304,0.37776,39.8208,0.0358387,0.358387,1.0
2,2,5,1.0,27,312.09,44.53,602.95,read_0,321.807,32.8316,32.8316,3365.42,231.469,0.0709832,7.06402,0.0709832,0.709832,1.0,read_1,32.8316,321.807,32.8316,231.469,3365.42,0.0709832,7.06402,0.0709832,0.709832,1.0,120.077,999.833,999.838,0.124399,28.6808,0.124399,1.24399,1.0,write_0,47.5721,999.859,999.989,0.134634,46.456,0.134634,1.34634,1.0,write_1,120.077,0.134634,1.34634,hold_0,9.06159,0.62561,48.5247,0.0485247,0.485247,1.0,hold_1,9.08383,0.518231,48.1354,0.0481354,0.481354,1.0
2,2,5,1.1,27,341.78,41.13,693.06,read_0,366.338,44.8182,44.8182,3354.19,228.311,0.0787587,7.77679,0.0866346,0.866346,1.0,read_1,44.8182,366.338,44.8182,228.311,3354.19,0.0787587,7.77679,0.0866346,0.866346,1.0,117.771,1099.8,1099.82,0.148335,34.0748,0.163168,1.63168,1.0,write_0,45.7008,1099.83,1099.99,0.159244,56.0593,0.175168,1.75168,1.0,write_1,117.771,0.175168,1.75168,hold_0,9.29222,0.714044,58.5786,0.0644364,0.644364,1.0,hold_1,9.29543,0.693663,58.8184,0.0647002,0.647002,1.0
2,2,5,1.2,27,370.98,36.7,1200.0,read_0,412.966,59.4776,59.4776,360.35,6199.78,0.0869058,8.4911,0.104287,1.04287,1.0,read_1,59.4776,412.966,59.4776,6199.78,360.35,0.0869058,8.4911,0.104287,1.04287,1.0,115.841,1199.78,1199.78,0.17537,40.0738,0.210443,2.10443,1.0,write_0,44.111,1199.81,1199.98,0.185945,66.053,0.223134,2.23134,1.0,write_1,115.841,0.223134,2.23134,hold_0,9.64675,0.802287,70.5516,0.0846619,0.846619,1.0,hold_1,9.646,0.80922,70.6988,0.0848386,0.848386,1.0
2,2,5,1.3,27,399.68,43.16,877.94,read_0,461.816,77.321,77.321,1425.97,375.592,0.0948716,9.20556,0.123333,1.23333,1.0,read_1,77.3211,461.816,77.3211,375.592,1425.97,0.0948716,9.20556,0.123333,1.23333,1.0,114.127,1299.73,1299.73,0.205744,46.6173,0.267467,2.67467,1.0,write_0,42.6415,1299.76,1299.98,0.214842,76.3554,0.279294,2.79294,1.0,write_1,114.127,0.279294,2.79294,hold_0,10.1323,0.876311,84.2075,0.10947,1.0947,1.0,hold_1,10.1309,0.859645,83.6672,0.108767,1.08767,1.0
2,3,1,0.6,27,176.54,132.87,48.32,read_0,40.2747,0.377307,0.377307,9804.74,267.776,0.016976,1.70286,0.0101856,0.101856,1.0,read_1,0.377322,40.2747,0.377322,267.776,9804.74,0.016976,1.70286,0.0101856,0.101856,1.0,258.478,599.847,599.851,0.17917,8.70051,0.107502,1.07502,1.0,write_0,215.566,599.857,599.997,0.177473,8.70711,0.106484,1.06484,1.0,write_1,258.478,0.107502,1.07502,hold_0,4.12665,0.375437,19.5752,0.0117451,0.117451,1.0,hold_1,4.14352,0.358687,19.588,0.0117528,0.117528,1.0
2,3,1,0.7,27,206.26,155.97,43.31,read_0,47.9272,0.432626,0.432626,9412.32,117.258,0.0204934,2.00015,0.0143454,0.143454,1.0,read_1,0.432647,47.9272,0.432647,117.258,9412.32,0.0204934,2.00015,0.0143454,0.143454,1.0,255.89,699.839,699.839,0.255976,13.8322,0.179183,1.79183,1.0,write_0,199.76,699.848,699.994,0.251364,13.9503,0.175955,1.75955,1.0,write_1,255.89,0.179183,1.79183,hold_0,3.90165,0.433134,25.6495,0.0179547,0.179547,1.0,hold_1,3.87792,0.410537,25.6701,0.0179691,0.179691,1.0
2,3,1,0.8,27,234.77,178.57,38.31,read_0,55.4536,0.517469,0.517469,150.794,116.154,0.0236982,2.29834,0.0189585,0.189585,1.0,read_1,0.517496,55.4536,0.517496,116.154,150.794,0.0236982,2.29834,0.0189585,0.189585,1.0,258.096,799.825,799.823,0.354796,20.5853,0.283837,2.83837,1.0,write_0,194.778,799.835,799.991,0.346757,20.3675,0.277405,2.77405,1.0,write_1,258.096,0.283837,2.83837,hold_0,3.7664,0.415747,32.6684,0.0261347,0.261347,1.0,hold_1,3.76288,0.416496,32.4644,0.0259715,0.259715,1.0
2,3,1,0.9,27,262.41,200.66,33.31,read_0,62.8779,0.635433,0.635433,90.3192,115.189,0.0269847,2.59696,0.0242863,0.242863,1.0,read_1,0.635468,62.8779,0.635468,115.189,90.3192,0.0269847,2.59696,0.0242863,0.242863,1.0,267.271,899.804,899.791,0.485635,28.2464,0.437071,4.37071,1.0,write_0,198.858,899.813,899.99,0.473301,27.5832,0.425971,4.25971,1.0,write_1,267.271,0.437071,4.37071,hold_0,3.74476,0.414073,41.0617,0.0369556,0.369556,1.0,hold_1,3.74501,0.409509,42.0106,0.0378095,0.378095,1.0
2,3,1,1.0,27,289.2,222.27,28.3,read_0,70.235,0.79203,0.79203,89.9318,114.72,0.0303612,2.89583,0.0303612,0.303612,1.0,read_1,0.792075,70.235,0.792075,114.72,89.9318,0.0303612,2.89583,0.0303612,0.303612,1.0,277.608,999.778,999.756,0.649272,36.7614,0.649272,6.49272,1.0,write_0,205.952,999.786,999.987,0.629025,36.8191,0.629025,6.29025,1.0,write_1,277.608,0.649272,6.49272,hold_0,3.79093,0.421847,52.99,0.05299,0.5299,1.0,hold_1,3.78971,0.417507,52.189,0.052189,0.52189,1.0
2,3,1,1.1,27,315.26,243.34,23.28,read_0,77.5665,1.00357,1.00357,89.6514,76.9173,0.0338397,3.19511,0.0372237,0.372237,1.0,read_1,1.00362,77.5665,1.00362,76.9173,89.6514,0.0338397,3.19511,0.0372237,0.372237,1.0,291.96,1099.74,1099.71,0.854026,45.861,0.939429,9.39429,1.0,write_0,213.332,1099.74,1099.98,0.811663,46.2318,0.892829,8.92829,1.0,write_1,291.96,0.939429,9.39429,hold_0,3.90364,0.403127,66.0549,0.0726604,0.726604,1.0,hold_1,3.904,0.400671,65.2531,0.0717785,0.717785,1.0
2,3,1,1.2,27,340.51,263.79,23.33,read_0,84.9143,1.27527,1.27527,89.4182,76.761,0.0374362,3.495,0.0449234,0.449234,1.0,read_1,1.27534,84.9143,1.27534,76.761,89.4182,0.0374362,3.495,0.0449234,0.449234,1.0,302.437,1199.7,1199.65,1.08073,56.2419,1.29688,12.9688,1.0,write_0,226.109,1199.7,1199.99,1.04611,55.6589,1.25533,12.5533,1.0,write_1,302.437,1.29688,12.9688,hold_0,4.07536,0.414887,80.0367,0.0960441,0.960441,1.0,hold_1,4.08077,0.43091,79.9074,0.0958889,0.958889,1.0
2,3,1,1.3,27,365.15,283.63,23.35,read_0,92.3162,1.61859,1.61859,89.1946,76.603,0.0411655,3.7955,0.0535151,0.535151,1.0,read_1,1.61867,92.3162,1.61867,76.603,89.1946,0.0411655,3.7955,0.0535151,0.535151,1.0,310.504,1299.64,1299.58,1.31884,66.7119,1.71449,17.1449,1.0,write_0,231.58,1299.65,1299.98,1.27256,65.8466,1.65433,16.5433,1.0,write_1,310.504,1.71449,17.1449,hold_0,4.3159,0.438398,96.4261,0.125354,1.25354,1.0,hold_1,4.30889,0.418763,98.0612,0.12748,1.2748,1.0
2,3,2,0.6,27,176.52,106.59,173.26,read_0,70.2537,0.816492,0.816492,191.602,191.602,0.0235321,2.34405,0.0141192,0.141192,1.0,read_1,0.816507,70.2537,0.816507,191.602,191.602,0.0235321,2.34405,0.0141192,0.141192,1.0,158.179,599.847,599.85,0.0951263,10.5756,0.0570758,0.570758,1.0,write_0,96.8535,599.856,599.996,0.0939753,10.5707,0.0563852,0.563852,1.0,write_1,158.179,0.0570758,0.570758,hold_0,5.59619,0.436902,21.0789,0.0126474,0.126474,1.0,hold_1,5.64864,0.505844,21.1341,0.0126805,0.126805,1.0
2,3,2,0.7,27,206.23,124.13,198.13,read_0,84.0496,1.03428,1.03428,142.463,142.463,0.0282419,2.74648,0.0197694,0.197694,1.0,read_1,1.0343,84.0496,1.0343,142.463,142.463,0.0282419,2.74648,0.0197694,0.197694,1.0,153.8,699.84,699.839,0.1239,16.8133,0.08673,0.8673,1.0,write_0,84.5896,699.849,699.994,0.119108,16.7491,0.0833755,0.833755,1.0,write_1,153.8,0.08673,0.8673,hold_0,5.24147,0.509182,27.0933,0.0189653,0.189653,1.0,hold_1,5.2405,0.50709,27.1394,0.0189975,0.189975,1.0
2,3,2,0.8,27,234.75,141.11,233.26,read_0,97.7492,1.35153,1.35153,139.24,534.312,0.0327325,3.15877,0.026186,0.26186,1.0,read_1,1.35156,97.7492,1.35156,534.312,139.24,0.0327325,3.15877,0.026186,0.26186,1.0,150.87,799.824,799.822,0.156759,24.3272,0.125408,1.25408,1.0,write_0,76.996,799.835,799.992,0.147781,24.4053,0.118225,1.18225,1.0,write_1,150.87,0.125408,1.25408,hold_0,5.09181,0.529993,34.5323,0.0276259,0.276259,1.0,hold_1,5.11117,0.549966,34.5596,0.0276477,0.276477,1.0
2,3,2,0.9,27,262.39,157.76,263.19,read_0,111.351,1.79128,1.79128,144.326,206.85,0.0373775,3.57073,0.0336397,0.336397,1.0,read_1,1.79132,111.351,1.79132,206.85,144.326,0.0373775,3.57073,0.0336397,0.336397,1.0,148.557,899.805,899.792,0.19388,33.0724,0.174492,1.74492,1.0,write_0,71.9943,899.815,899.991,0.179333,32.9845,0.161399,1.61399,1.0,write_1,148.557,0.174492,1.74492,hold_0,5.05912,0.539185,44.2238,0.0398014,0.398014,1.0,hold_1,5.05516,0.53969,44.0148,0.0396134,0.396134,1.0
2,3,2,1.0,27,289.18,173.96,298.19,read_0,124.885,2.37817,2.37817,90.8914,113.314,0.0422096,3.98197,0.0422096,0.422096,1.0,read_1,2.37821,124.885,2.37821,113.314,90.8914,0.0422096,3.98197,0.0422096,0.422096,1.0,147.006,999.772,999.75,0.235585,42.7894,0.235585,2.35585,1.0,write_0,68.3479,999.782,999.988,0.213953,42.4862,0.213953,2.13953,1.0,write_1,147.006,0.235585,2.35585,hold_0,5.11881,0.533829,54.9801,0.0549801,0.549801,1.0,hold_1,5.11972,0.542695,54.9672,0.0549672,0.549672,1.0
2,3,2,1.1,27,315.24,189.75,333.13,read_0,138.404,3.1452,3.1452,90.548,113.817,0.0471736,4.39789,0.0518909,0.518909,1.0,read_1,3.14526,138.404,3.14526,113.817,90.548,0.0471736,4.39789,0.0518909,0.518909,1.0,145.001,1099.74,1099.71,0.27997,52.717,0.307967,3.07967,1.0,write_0,65.7096,1099.75,1099.98,0.251703,53.2872,0.276873,2.76873,1.0,write_1,145.001,0.307967,3.07967,hold_0,5.26231,0.560926,68.2725,0.0750997,0.750997,1.0,hold_1,5.26156,0.537109,68.3659,0.0752025,0.752025,1.0
2,3,2,1.2,27,340.49,205.14,373.17,read_0,151.956,4.1309,4.1309,90.2524,78.3754,0.05232,4.81569,0.0627839,0.627839,1.0,read_1,4.13097,151.956,4.13097,78.3754,90.2524,0.05232,4.81569,0.0627839,0.627839,1.0,143.891,1199.69,1199.65,0.329067,64.5202,0.394881,3.94881,1.0,write_0,63.5646,1199.7,1199.98,0.292617,64.4705,0.351141,3.51141,1.0,write_1,143.891,0.394881,3.94881,hold_0,5.48145,0.555697,83.0669,0.0996802,0.996802,1.0,hold_1,5.48272,0.547022,83.2312,0.0998775,0.998775,1.0
2,3,2,1.3,27,365.13,219.92,413.15,read_0,165.59,5.37138,5.37138,86.4611,108.494,0.0576555,5.23625,0.0749521,0.749521,1.0,read_1,5.37147,165.59,5.37147,108.494,86.4611,0.0576555,5.23625,0.0749521,0.749521,1.0,142.59,1299.63,1299.58,0.381979,76.1464,0.496573,4.96573,1.0,write_0,61.8835,1299.64,1299.97,0.337168,75.6357,0.438319,4.38319,1.0,write_1,142.59,0.496573,4.96573,hold_0,5.78487,0.588503,102.076,0.132699,1.32699,1.0,hold_1,5.78336,0.594322,101.303,0.131694,1.31694,1.0
2,3,3,0.6,27,176.49,86.89,228.1,read_0,93.9715,1.5285,1.5285,208.709,208.709,0.0300098,2.97156,0.0180059,0.180059,1.0,read_1,1.52852,93.9715,1.52852,208.709,208.709,0.0300098,2.97156,0.0180059,0.180059,1.0,146.067,599.848,599.848,0.0808452,12.1192,0.0485071,0.485071,1.0,write_0,78.6323,599.856,599.999,0.0823872,12.012,0.0494323,0.494323,1.0,write_1,146.067,0.0494323,0.494323,hold_0,7.05828,0.388173,22.6939,0.0136163,0.136163,1.0,hold_1,7.07077,0.389708,22.1316,0.013279,0.13279,1.0
2,3,3,0.7,27,206.21,99.75,273.19,read_0,112.921,2.09246,2.09246,273.839,4379.65,0.0352682,3.49054,0.0246878,0.246878,1.0,read_1,2.09248,112.921,2.09248,4379.65,273.839,0.0352682,3.49054,0.0246878,0.246878,1.0,142.276,699.838,699.843,0.104654,19.0651,0.0732578,0.732578,1.0,write_0,69.6341,699.853,699.995,0.102753,19.1606,0.0719273,0.719273,1.0,write_1,142.276,0.0732578,0.732578,hold_0,6.64099,0.535621,29.237,0.0204659,0.204659,1.0,hold_1,6.58019,0.579485,28.86,0.020202,0.20202,1.0
2,3,3,0.8,27,234.73,111.84,318.15,read_0,131.938,2.92027,2.92027,139.752,3699.61,0.0414272,4.0161,0.0331418,0.331418,1.0,read_1,2.9203,131.938,2.9203,3699.61,139.752,0.0414272,4.0161,0.0331418,0.331418,1.0,139.087,799.824,799.821,0.132113,26.7418,0.105691,1.05691,1.0,write_0,63.9935,799.832,799.994,0.127485,27.5209,0.101988,1.01988,1.0,write_1,139.087,0.105691,1.05691,hold_0,6.42665,0.610371,36.9371,0.0295497,0.295497,1.0,hold_1,6.44456,0.661051,36.6477,0.0293182,0.293182,1.0
2,3,3,0.9,27,262.37,123.34,368.17,read_0,150.975,4.05874,4.05874,295.675,189.366,0.0473038,4.53992,0.0425734,0.425734,1.0,read_1,4.05878,150.975,4.05878,189.366,295.675,0.0473038,4.53992,0.0425734,0.425734,1.0,136.613,899.798,899.792,0.163004,33.3484,0.146704,1.46704,1.0,write_0,60.2379,899.813,899.99,0.154989,36.9096,0.13949,1.3949,1.0,write_1,136.613,0.146704,1.46704,hold_0,6.37125,0.645377,46.4318,0.0417886,0.417886,1.0,hold_1,6.36679,0.645844,46.4075,0.0417667,0.417667,1.0
2,3,3,1.0,27,289.16,134.35,418.12,read_0,170.037,5.55138,5.55138,135.474,509.87,0.0533892,5.06255,0.0533892,0.533892,1.0,read_1,5.55142,170.037,5.55142,509.87,135.474,0.0533892,5.06255,0.0533892,0.533892,1.0,134.464,999.769,999.756,0.197424,40.4628,0.197424,1.97424,1.0,write_0,57.5288,999.784,999.991,0.185615,47.3712,0.185615,1.85615,1.0,write_1,134.464,0.197424,1.97424,hold_0,6.45175,0.670209,57.6931,0.0576931,0.576931,1.0,hold_1,6.43193,0.664734,58.2375,0.0582375,0.582375,1.0
2,3,3,1.1,27,315.22,144.94,473.13,read_0,189.153,7.44755,7.44755,134.726,189.036,0.059676,5.58511,0.0656436,0.656436,1.0,read_1,7.44761,189.153,7.44761,189.036,134.726,0.059676,5.58511,0.0656436,0.656436,1.0,132.306,1099.73,1099.71,0.234982,48.2172,0.25848,2.5848,1.0,write_0,55.4839,1099.75,1100.0,0.219353,58.9916,0.241288,2.41288,1.0,write_1,132.306,0.25848,2.5848,hold_0,6.62053,0.684787,71.2995,0.0784295,0.784295,1.0,hold_1,6.61701,0.683013,71.5158,0.0786674,0.786674,1.0
2,3,3,1.2,27,340.46,154.91,528.08,read_0,208.369,9.80256,9.80256,135.346,191.275,0.0661938,6.10882,0.0794326,0.794326,1.0,read_1,9.80263,208.369,9.80263,191.275,135.346,0.0661938,6.10882,0.0794326,0.794326,1.0,130.699,1199.68,1199.66,0.276415,56.3307,0.331698,3.31698,1.0,write_0,53.856,1199.7,1199.99,0.256254,70.4344,0.307504,3.07504,1.0,write_1,130.699,0.331698,3.31698,hold_0,6.89306,0.674843,87.0353,0.104442,1.04442,1.0,hold_1,6.88957,0.701942,87.1959,0.104635,1.04635,1.0
2,3,3,1.3,27,365.1,164.3,588.09,read_0,227.729,12.6824,12.6824,115.67,157.74,0.0717143,6.63416,0.0932286,0.932286,1.0,read_1,12.6825,227.729,12.6825,157.74,115.67,0.0717143,6.63416,0.0932286,0.932286,1.0,129.06,1299.62,1299.59,0.321533,64.4117,0.417992,4.17992,1.0,write_0,52.4412,1299.64,1299.98,0.296248,81.626,0.385122,3.85122,1.0,write_1,129.06,0.417992,4.17992,hold_0,7.25636,0.696466,104.979,0.136473,1.36473,1.0,hold_1,7.25709,0.732694,106.388,0.138305,1.38305,1.0
2,3,4,0.6,27,176.46,70.83,268.17,read_0,113.663,2.57367,2.57367,282.401,5918.13,0.0361496,3.59195,0.0216897,0.216897,1.0,read_1,2.57368,113.663,2.57368,5918.13,282.401,0.0361496,3.59195,0.0216897,0.216897,1.0,140.063,599.847,599.847,0.0727514,13.0502,0.0436508,0.436508,1.0,write_0,70.6601,599.857,599.996,0.0759775,13.255,0.0455865,0.455865,1.0,write_1,140.063,0.0455865,0.455865,hold_0,8.56176,0.447239,24.2282,0.0145369,0.145369,1.0,hold_1,8.56388,0.446894,24.4852,0.0146911,0.146911,1.0
2,3,4,0.7,27,206.19,79.68,318.12,read_0,137.169,3.74076,3.74076,1495.73,186.7,0.0424359,4.22649,0.0297051,0.297051,1.0,read_1,3.74078,137.169,3.74078,186.7,1495.73,0.0424359,4.22649,0.0297051,0.297051,1.0,135.824,699.837,699.839,0.0936445,18.6388,0.0655512,0.655512,1.0,write_0,63.0859,699.848,699.997,0.0953861,20.933,0.0667703,0.667703,1.0,write_1,135.824,0.0667703,0.667703,hold_0,7.90572,0.628897,31.0823,0.0217576,0.217576,1.0,hold_1,7.9967,0.552819,30.7611,0.0215327,0.215327,1.0
2,3,4,0.8,27,234.71,87.4,373.09,read_0,161.05,5.44707,5.44707,272.255,3587.91,0.0492014,4.86157,0.0393611,0.393611,1.0,read_1,5.4471,161.05,5.4471,3587.91,272.255,0.0492014,4.86157,0.0393611,0.393611,1.0,132.533,799.819,799.826,0.117712,23.8256,0.0941697,0.941697,1.0,write_0,58.3379,799.834,799.997,0.118168,29.9199,0.0945343,0.945343,1.0,write_1,132.533,0.0945343,0.945343,hold_0,7.70865,0.700541,39.0407,0.0312325,0.312325,1.0,hold_1,7.72693,0.687385,38.7344,0.0309875,0.309875,1.0
2,3,4,0.9,27,262.34,94.26,433.11,read_0,185.226,7.7705,7.7705,136.571,3683.62,0.0567962,5.49418,0.0511166,0.511166,1.0,read_1,7.77054,185.226,7.77054,3683.62,136.571,0.0567962,5.49418,0.0511166,0.511166,1.0,129.771,899.795,899.794,0.144978,29.461,0.13048,1.3048,1.0,write_0,55.1162,899.813,899.995,0.144106,39.4904,0.129696,1.29696,1.0,write_1,129.771,0.13048,1.3048,hold_0,7.67368,0.736181,49.0245,0.044122,0.44122,1.0,hold_1,7.71528,0.699056,48.9216,0.0440294,0.440294,1.0
2,3,4,1.0,27,289.14,100.3,498.15,read_0,209.666,10.7655,10.7655,202.39,146.119,0.0629578,6.12504,0.0629578,0.629578,1.0,read_1,10.7655,209.666,10.7655,146.119,202.39,0.0629578,6.12504,0.0629578,0.629578,1.0,127.316,999.765,999.761,0.175401,35.7996,0.175401,1.75401,1.0,write_0,52.6577,999.782,999.99,0.172792,48.166,0.172792,1.72792,1.0,write_1,127.316,0.175401,1.75401,hold_0,7.76429,0.767075,60.8521,0.0608521,0.608521,1.0,hold_1,7.77283,0.75719,60.0896,0.0600896,0.600896,1.0
2,3,4,1.1,27,315.19,105.57,563.11,read_0,234.387,14.4814,14.4814,203.806,144.833,0.0703102,6.75538,0.0773412,0.773412,1.0,read_1,14.4815,234.387,14.4815,144.833,203.806,0.0703102,6.75538,0.0773412,0.773412,1.0,124.994,1099.73,1099.72,0.208923,42.5288,0.229816,2.29816,1.0,write_0,50.7301,1099.74,1099.99,0.204625,58.7006,0.225087,2.25087,1.0,write_1,124.994,0.229816,2.29816,hold_0,7.97591,0.792575,74.2545,0.08168,0.8168,1.0,hold_1,7.9795,0.790791,75.0459,0.0825505,0.825505,1.0
2,3,4,1.2,27,340.44,110.04,628.01,read_0,259.419,18.9886,18.9886,212.818,1803.82,0.0779035,7.38693,0.0934842,0.934842,1.0,read_1,18.9887,259.419,18.9887,1803.82,212.818,0.0779035,7.38693,0.0934842,0.934842,1.0,122.961,1199.68,1199.66,0.24554,49.6505,0.294648,2.94648,1.0,write_0,49.1373,1199.7,1199.98,0.24014,69.6108,0.288168,2.88168,1.0,write_1,122.961,0.294648,2.94648,hold_0,8.3007,0.809448,90.422,0.108506,1.08506,1.0,hold_1,8.30165,0.815189,90.171,0.108205,1.08205,1.0
